warning_id,strategy,rater,criterion,score
commons-compress#0013,selected,rater_B,factuality,3
commons-compress#0013,selected,rater_B,conciseness,4
commons-compress#0014,local_only,rater_A,cause,3
commons-compress#0014,local_only,rater_A,evidence,2
commons-compress#0014,local_only,rater_A,factuality,4
commons-compress#0014,local_only,rater_A,conciseness,3
commons-compress#0014,local_only,rater_B,cause,3
commons-compress#0014,local_only,rater_B,evidence,3
commons-compress#0014,local_only,rater_B,factuality,4
commons-compress#0014,local_only,rater_B,conciseness,3
commons-compress#0014,full,rater_A,cause,4
commons-compress#0014,full,rater_A,evidence,4
commons-compress#0014,full,rater_A,factuality,3
commons-compress#0014,full,rater_A,conciseness,4
commons-compress#0014,full,rater_B,cause,4
commons-compress#0014,full,rater_B,evidence,4
commons-compress#0014,full,rater_B,factuality,4
commons-compress#0014,full,rater_B,conciseness,4
commons-compress#0014,selected,rater_A,cause,4
commons-compress#0014,selected,rater_A,evidence,3
commons-compress#0014,selected,rater_A,factuality,4
commons-compress#0014,selected,rater_A,conciseness,4
commons-compress#0014,selected,rater_B,cause,4
commons-compress#0014,selected,rater_B,evidence,4
commons-compress#0014,selected,rater_B,factuality,4
commons-compress#0014,selected,rater_B,conciseness,4
commons-compress#0015,local_only,rater_A,cause,3
commons-compress#0015,local_only,rater_A,evidence,3
commons-compress#0015,local_only,rater_A,factuality,3
commons-compress#0015,local_only,rater_A,conciseness,4
commons-compress#0015,local_only,rater_B,cause,3
commons-compress#0015,local_only,rater_B,evidence,3
commons-compress#0015,local_only,rater_B,factuality,3
commons-compress#0015,local_only,rater_B,conciseness,3
commons-compress#0015,full,rater_A,cause,4
commons-compress#0015,full,rater_A,evidence,4
commons-compress#0015,full,rater_A,factuality,4
commons-compress#0015,full,rater_A,conciseness,4
commons-compress#0015,full,rater_B,cause,4
commons-compress#0015,full,rater_B,evidence,4
commons-compress#0015,full,rater_B,factuality,3
commons-compress#0015,full,rater_B,conciseness,3
commons-compress#0015,selected,rater_A,cause,4
commons-compress#0015,selected,rater_A,evidence,4
commons-compress#0015,selected,rater_A,factuality,4
commons-compress#0015,selected,rater_A,conciseness,3
commons-compress#0015,selected,rater_B,cause,3
commons-compress#0015,selected,rater_B,evidence,3
commons-compress#0015,selected,rater_B,factuality,4
commons-compress#0015,selected,rater_B,conciseness,4
commons-compress#0016,local_only,rater_A,cause,3
commons-compress#0016,local_only,rater_A,evidence,3
commons-compress#0016,local_only,rater_A,factuality,4
commons-compress#0016,local_only,rater_A,conciseness,4
commons-compress#0016,local_only,rater_B,cause,3
commons-compress#0016,local_only,rater_B,evidence,3
commons-compress#0016,local_only,rater_B,factuality,3
commons-compress#0016,local_only,rater_B,conciseness,3
commons-compress#0016,full,rater_A,cause,4
commons-compress#0016,full,rater_A,evidence,4
commons-compress#0016,full,rater_A,factuality,4
commons-compress#0016,full,rater_A,conciseness,4
commons-compress#0016,full,rater_B,cause,4
commons-compress#0016,full,rater_B,evidence,4
commons-compress#0016,full,rater_B,factuality,3
commons-compress#0016,full,rater_B,conciseness,4
commons-compress#0016,selected,rater_A,cause,3
commons-compress#0016,selected,rater_A,evidence,4
commons-compress#0016,selected,rater_A,factuality,3
commons-compress#0016,selected,rater_A,conciseness,4
commons-compress#0016,selected,rater_B,cause,4
commons-compress#0016,selected,rater_B,evidence,4
commons-compress#0016,selected,rater_B,factuality,4
commons-compress#0016,selected,rater_B,conciseness,4
commons-compress#0017,local_only,rater_A,cause,3
commons-compress#0017,local_only,rater_A,evidence,3
commons-compress#0017,local_only,rater_A,factuality,3
commons-compress#0017,local_only,rater_A,conciseness,4
commons-compress#0017,local_only,rater_B,cause,2
commons-compress#0017,local_only,rater_B,evidence,3
commons-compress#0017,local_only,rater_B,factuality,3
commons-compress#0017,local_only,rater_B,conciseness,4
commons-compress#0017,full,rater_A,cause,4
commons-compress#0017,full,rater_A,evidence,5
commons-compress#0017,full,rater_A,factuality,3
commons-compress#0017,full,rater_A,conciseness,4
commons-compress#0017,full,rater_B,cause,4
commons-compress#0017,full,rater_B,evidence,3
commons-compress#0017,full,rater_B,factuality,4
commons-compress#0017,full,rater_B,conciseness,3
commons-compress#0017,selected,rater_A,cause,4
commons-compress#0017,selected,rater_A,evidence,4
commons-compress#0017,selected,rater_A,factuality,4
commons-compress#0017,selected,rater_A,conciseness,4
commons-compress#0017,selected,rater_B,cause,4
commons-compress#0017,selected,rater_B,evidence,3
commons-compress#0017,selected,rater_B,factuality,4
commons-compress#0017,selected,rater_B,conciseness,4
commons-compress#0018,local_only,rater_A,cause,3
commons-compress#0018,local_only,rater_A,evidence,3
commons-compress#0018,local_only,rater_A,factuality,3
commons-compress#0018,local_only,rater_A,conciseness,3
commons-compress#0018,local_only,rater_B,cause,3
commons-compress#0018,local_only,rater_B,evidence,3
commons-compress#0018,local_only,rater_B,factuality,3
commons-compress#0018,local_only,rater_B,conciseness,3
commons-compress#0018,full,rater_A,cause,4
commons-compress#0018,full,rater_A,evidence,3
commons-compress#0018,full,rater_A,factuality,3
commons-compress#0018,full,rater_A,conciseness,3
commons-compress#0018,full,rater_B,cause,4
commons-compress#0018,full,rater_B,evidence,4
commons-compress#0018,full,rater_B,factuality,3
commons-compress#0018,full,rater_B,conciseness,3
commons-compress#0018,selected,rater_A,cause,3
commons-compress#0018,selected,rater_A,evidence,4
commons-compress#0018,selected,rater_A,factuality,4
commons-compress#0018,selected,rater_A,conciseness,4
commons-compress#0018,selected,rater_B,cause,3
commons-compress#0018,selected,rater_B,evidence,3
commons-compress#0018,selected,rater_B,factuality,4
commons-compress#0018,selected,rater_B,conciseness,3
commons-compress#0019,local_only,rater_A,cause,4
commons-compress#0019,local_only,rater_A,evidence,2
commons-compress#0019,local_only,rater_A,factuality,3
commons-compress#0019,local_only,rater_A,conciseness,4
commons-compress#0019,local_only,rater_B,cause,3
commons-compress#0019,local_only,rater_B,evidence,3
commons-compress#0019,local_only,rater_B,factuality,3
commons-compress#0019,local_only,rater_B,conciseness,4
commons-compress#0019,full,rater_A,cause,4
commons-compress#0019,full,rater_A,evidence,4
commons-compress#0019,full,rater_A,factuality,4
commons-compress#0019,full,rater_A,conciseness,4
commons-compress#0019,full,rater_B,cause,4
commons-compress#0019,full,rater_B,evidence,4
commons-compress#0019,full,rater_B,factuality,4
commons-compress#0019,full,rater_B,conciseness,5
commons-compress#0019,selected,rater_A,cause,4
commons-compress#0019,selected,rater_A,evidence,4
commons-compress#0019,selected,rater_A,factuality,4
commons-compress#0019,selected,rater_A,conciseness,5
commons-compress#0019,selected,rater_B,cause,4
commons-compress#0019,selected,rater_B,evidence,4
commons-compress#0019,selected,rater_B,factuality,3
commons-compress#0019,selected,rater_B,conciseness,3
commons-compress#0021,local_only,rater_A,cause,3
commons-compress#0021,local_only,rater_A,evidence,2
commons-compress#0021,local_only,rater_A,factuality,3
commons-compress#0021,local_only,rater_A,conciseness,4
commons-compress#0021,local_only,rater_B,cause,3
commons-compress#0021,local_only,rater_B,evidence,2
commons-compress#0021,local_only,rater_B,factuality,3
commons-compress#0021,local_only,rater_B,conciseness,3
commons-compress#0021,full,rater_A,cause,5
commons-compress#0021,full,rater_A,evidence,3
commons-compress#0021,full,rater_A,factuality,3
commons-compress#0021,full,rater_A,conciseness,3
commons-compress#0021,full,rater_B,cause,4
commons-compress#0021,full,rater_B,evidence,4
commons-compress#0021,full,rater_B,factuality,3
commons-compress#0021,full,rater_B,conciseness,3
commons-compress#0021,selected,rater_A,cause,3
commons-compress#0021,selected,rater_A,evidence,3
commons-compress#0021,selected,rater_A,factuality,4
commons-compress#0021,selected,rater_A,conciseness,3
commons-compress#0021,selected,rater_B,cause,4
commons-compress#0021,selected,rater_B,evidence,4
commons-compress#0021,selected,rater_B,factuality,4
commons-compress#0021,selected,rater_B,conciseness,3
commons-compress#0022,local_only,rater_A,cause,3
commons-compress#0022,local_only,rater_A,evidence,4
commons-compress#0022,local_only,rater_A,factuality,3
commons-compress#0022,local_only,rater_A,conciseness,4
commons-compress#0022,local_only,rater_B,cause,3
commons-compress#0022,local_only,rater_B,evidence,3
commons-compress#0022,local_only,rater_B,factuality,4
commons-compress#0022,local_only,rater_B,conciseness,4
commons-compress#0022,full,rater_A,cause,4
commons-compress#0022,full,rater_A,evidence,4
commons-compress#0022,full,rater_A,factuality,4
commons-compress#0022,full,rater_A,conciseness,3
commons-compress#0022,full,rater_B,cause,4
commons-compress#0022,full,rater_B,evidence,4
commons-compress#0022,full,rater_B,factuality,4
commons-compress#0022,full,rater_B,conciseness,4
commons-compress#0022,selected,rater_A,cause,4
commons-compress#0022,selected,rater_A,evidence,4
commons-compress#0022,selected,rater_A,factuality,4
commons-compress#0022,selected,rater_A,conciseness,4
commons-compress#0022,selected,rater_B,cause,4
commons-compress#0022,selected,rater_B,evidence,4
commons-compress#0022,selected,rater_B,factuality,4
commons-compress#0022,selected,rater_B,conciseness,4
commons-compress#0023,local_only,rater_A,cause,3
commons-compress#0023,local_only,rater_A,evidence,3
commons-compress#0023,local_only,rater_A,factuality,4
commons-compress#0023,local_only,rater_A,conciseness,3
commons-compress#0023,local_only,rater_B,cause,3
commons-compress#0023,local_only,rater_B,evidence,3
commons-compress#0023,local_only,rater_B,factuality,3
commons-compress#0023,local_only,rater_B,conciseness,4
commons-compress#0023,full,rater_A,cause,4
commons-compress#0023,full,rater_A,evidence,4
commons-compress#0023,full,rater_A,factuality,4
commons-compress#0023,full,rater_A,conciseness,4
commons-compress#0023,full,rater_B,cause,4
commons-compress#0023,full,rater_B,evidence,4
commons-compress#0023,full,rater_B,factuality,3
commons-compress#0023,full,rater_B,conciseness,4
commons-compress#0023,selected,rater_A,cause,4
commons-compress#0023,selected,rater_A,evidence,3
commons-compress#0023,selected,rater_A,factuality,4
commons-compress#0023,selected,rater_A,conciseness,4
commons-compress#0023,selected,rater_B,cause,4
commons-compress#0023,selected,rater_B,evidence,4
commons-compress#0023,selected,rater_B,factuality,3
commons-compress#0023,selected,rater_B,conciseness,3
commons-compress#0024,local_only,rater_A,cause,3
commons-compress#0024,local_only,rater_A,evidence,4
commons-compress#0024,local_only,rater_A,factuality,3
commons-compress#0024,local_only,rater_A,conciseness,3
commons-compress#0024,local_only,rater_B,cause,3
commons-compress#0024,local_only,rater_B,evidence,2
commons-compress#0024,local_only,rater_B,factuality,4
commons-compress#0024,local_only,rater_B,conciseness,4
commons-compress#0024,full,rater_A,cause,4
commons-compress#0024,full,rater_A,evidence,4
commons-compress#0024,full,rater_A,factuality,4
commons-compress#0024,full,rater_A,conciseness,4
commons-compress#0024,full,rater_B,cause,4
commons-compress#0024,full,rater_B,evidence,4
commons-compress#0024,full,rater_B,factuality,3
commons-compress#0024,full,rater_B,conciseness,4
commons-compress#0024,selected,rater_A,cause,4
commons-compress#0024,selected,rater_A,evidence,4
commons-compress#0024,selected,rater_A,factuality,4
commons-compress#0024,selected,rater_A,conciseness,4
commons-compress#0024,selected,rater_B,cause,4
commons-compress#0024,selected,rater_B,evidence,4
commons-compress#0024,selected,rater_B,factuality,4
commons-compress#0024,selected,rater_B,conciseness,4
commons-jexl#0005,local_only,rater_A,cause,3
commons-jexl#0005,local_only,rater_A,evidence,3
commons-jexl#0005,local_only,rater_A,factuality,3
commons-jexl#0005,local_only,rater_A,conciseness,4
commons-jexl#0005,local_only,rater_B,cause,3
commons-jexl#0005,local_only,rater_B,evidence,4
commons-jexl#0005,local_only,rater_B,factuality,3
commons-jexl#0005,local_only,rater_B,conciseness,4
commons-jexl#0005,full,rater_A,cause,5
commons-jexl#0005,full,rater_A,evidence,4
commons-jexl#0005,full,rater_A,factuality,4
commons-jexl#0005,full,rater_A,conciseness,4
commons-jexl#0005,full,rater_B,cause,4
commons-jexl#0005,full,rater_B,evidence,4
commons-jexl#0005,full,rater_B,factuality,4
commons-jexl#0005,full,rater_B,conciseness,4
commons-jexl#0005,selected,rater_A,cause,4
commons-jexl#0005,selected,rater_A,evidence,4
commons-jexl#0005,selected,rater_A,factuality,4
commons-jexl#0005,selected,rater_A,conciseness,4
commons-jexl#0005,selected,rater_B,cause,4
commons-jexl#0005,selected,rater_B,evidence,4
commons-jexl#0005,selected,rater_B,factuality,4
commons-jexl#0005,selected,rater_B,conciseness,4
commons-jexl#0006,local_only,rater_A,cause,3
commons-jexl#0006,local_only,rater_A,evidence,3
commons-jexl#0006,local_only,rater_A,factuality,4
commons-jexl#0006,local_only,rater_A,conciseness,4
commons-jexl#0006,local_only,rater_B,cause,3
commons-jexl#0006,local_only,rater_B,evidence,3
commons-jexl#0006,local_only,rater_B,factuality,3
commons-jexl#0006,local_only,rater_B,conciseness,3
commons-jexl#0006,full,rater_A,cause,4
commons-jexl#0006,full,rater_A,evidence,3
commons-jexl#0006,full,rater_A,factuality,4
commons-jexl#0006,full,rater_A,conciseness,3
commons-jexl#0006,full,rater_B,cause,4
commons-jexl#0006,full,rater_B,evidence,4
commons-jexl#0006,full,rater_B,factuality,4
commons-jexl#0006,full,rater_B,conciseness,4
commons-jexl#0006,selected,rater_A,cause,4
commons-jexl#0006,selected,rater_A,evidence,3
commons-jexl#0006,selected,rater_A,factuality,4
commons-jexl#0006,selected,rater_A,conciseness,4
commons-jexl#0006,selected,rater_B,cause,4
commons-jexl#0006,selected,rater_B,evidence,4
commons-jexl#0006,selected,rater_B,factuality,4
commons-jexl#0006,selected,rater_B,conciseness,4
commons-jexl#0007,local_only,rater_A,cause,4
commons-jexl#0007,local_only,rater_A,evidence,3
commons-jexl#0007,local_only,rater_A,factuality,3
commons-jexl#0007,local_only,rater_A,conciseness,4
commons-jexl#0007,local_only,rater_B,cause,4
commons-jexl#0007,local_only,rater_B,evidence,3
commons-jexl#0007,local_only,rater_B,factuality,4
commons-jexl#0007,local_only,rater_B,conciseness,3
commons-jexl#0007,full,rater_A,cause,5
commons-jexl#0007,full,rater_A,evidence,4
commons-jexl#0007,full,rater_A,factuality,3
commons-jexl#0007,full,rater_A,conciseness,4
commons-jexl#0007,full,rater_B,cause,4
commons-jexl#0007,full,rater_B,evidence,4
commons-jexl#0007,full,rater_B,factuality,4
commons-jexl#0007,full,rater_B,conciseness,3
commons-jexl#0007,selected,rater_A,cause,4
commons-jexl#0007,selected,rater_A,evidence,4
commons-jexl#0007,selected,rater_A,factuality,4
commons-jexl#0007,selected,rater_A,conciseness,4
commons-jexl#0007,selected,rater_B,cause,4
commons-jexl#0007,selected,rater_B,evidence,4
commons-jexl#0007,selected,rater_B,factuality,4
commons-jexl#0007,selected,rater_B,conciseness,3
commons-jexl#0010,local_only,rater_A,cause,3
commons-jexl#0010,local_only,rater_A,evidence,3
commons-jexl#0010,local_only,rater_A,factuality,3
commons-jexl#0010,local_only,rater_A,conciseness,3
commons-jexl#0010,local_only,rater_B,cause,3
commons-jexl#0010,local_only,rater_B,evidence,3
commons-jexl#0010,local_only,rater_B,factuality,4
commons-jexl#0010,local_only,rater_B,conciseness,4
commons-jexl#0010,full,rater_A,cause,5
commons-jexl#0010,full,rater_A,evidence,4
commons-jexl#0010,full,rater_A,factuality,4
commons-jexl#0010,full,rater_A,conciseness,4
commons-jexl#0010,full,rater_B,cause,4
commons-jexl#0010,full,rater_B,evidence,4
commons-jexl#0010,full,rater_B,factuality,4
commons-jexl#0010,full,rater_B,conciseness,4
commons-jexl#0010,selected,rater_A,cause,5
commons-jexl#0010,selected,rater_A,evidence,4
commons-jexl#0010,selected,rater_A,factuality,4
commons-jexl#0010,selected,rater_A,conciseness,4
commons-jexl#0010,selected,rater_B,cause,4
commons-jexl#0010,selected,rater_B,evidence,4
commons-jexl#0010,selected,rater_B,factuality,4
commons-jexl#0010,selected,rater_B,conciseness,4
commons-jexl#0012,local_only,rater_A,cause,3
commons-jexl#0012,local_only,rater_A,evidence,2
commons-jexl#0012,local_only,rater_A,factuality,3
commons-jexl#0012,local_only,rater_A,conciseness,3
commons-jexl#0012,local_only,rater_B,cause,3
commons-jexl#0012,local_only,rater_B,evidence,3
commons-jexl#0012,local_only,rater_B,factuality,3
commons-jexl#0012,local_only,rater_B,conciseness,3
commons-jexl#0012,full,rater_A,cause,3
commons-jexl#0012,full,rater_A,evidence,3
commons-jexl#0012,full,rater_A,factuality,3
commons-jexl#0012,full,rater_A,conciseness,5
commons-jexl#0012,full,rater_B,cause,4
commons-jexl#0012,full,rater_B,evidence,4
commons-jexl#0012,full,rater_B,factuality,4
commons-jexl#0012,full,rater_B,conciseness,4
commons-jexl#0012,selected,rater_A,cause,4
commons-jexl#0012,selected,rater_A,evidence,4
commons-jexl#0012,selected,rater_A,factuality,4
commons-jexl#0012,selected,rater_A,conciseness,4
commons-jexl#0012,selected,rater_B,cause,4
commons-jexl#0012,selected,rater_B,evidence,4
commons-jexl#0012,selected,rater_B,factuality,4
commons-jexl#0012,selected,rater_B,conciseness,4
commons-jexl#0013,local_only,rater_A,cause,3
commons-jexl#0013,local_only,rater_A,evidence,3
commons-jexl#0013,local_only,rater_A,factuality,3
commons-jexl#0013,local_only,rater_A,conciseness,3
commons-jexl#0013,local_only,rater_B,cause,3
commons-jexl#0013,local_only,rater_B,evidence,4
commons-jexl#0013,local_only,rater_B,factuality,3
commons-jexl#0013,local_only,rater_B,conciseness,3
commons-jexl#0013,full,rater_A,cause,5
commons-jexl#0013,full,rater_A,evidence,4
commons-jexl#0013,full,rater_A,factuality,4
commons-jexl#0013,full,rater_A,conciseness,4
commons-jexl#0013,full,rater_B,cause,3
commons-jexl#0013,full,rater_B,evidence,4
commons-jexl#0013,full,rater_B,factuality,3
commons-jexl#0013,full,rater_B,conciseness,4
commons-jexl#0013,selected,rater_A,cause,4
commons-jexl#0013,selected,rater_A,evidence,3
commons-jexl#0013,selected,rater_A,factuality,4
commons-jexl#0013,selected,rater_A,conciseness,4
commons-jexl#0013,selected,rater_B,cause,3
commons-jexl#0013,selected,rater_B,evidence,3
commons-jexl#0013,selected,rater_B,factuality,3
commons-jexl#0013,selected,rater_B,conciseness,4
commons-jexl#0014,local_only,rater_A,cause,4
commons-jexl#0014,local_only,rater_A,evidence,3
commons-jexl#0014,local_only,rater_A,factuality,3
commons-jexl#0014,local_only,rater_A,conciseness,4
commons-jexl#0014,local_only,rater_B,cause,4
commons-jexl#0014,local_only,rater_B,evidence,3
commons-jexl#0014,local_only,rater_B,factuality,3
commons-jexl#0014,local_only,rater_B,conciseness,3
commons-jexl#0014,full,rater_A,cause,4
commons-jexl#0014,full,rater_A,evidence,4
commons-jexl#0014,full,rater_A,factuality,4
commons-jexl#0014,full,rater_A,conciseness,4
commons-jexl#0014,full,rater_B,cause,5
commons-jexl#0014,full,rater_B,evidence,4
commons-jexl#0014,full,rater_B,factuality,4
commons-jexl#0014,full,rater_B,conciseness,4
commons-jexl#0014,selected,rater_A,cause,4
commons-jexl#0014,selected,rater_A,evidence,4
commons-jexl#0014,selected,rater_A,factuality,4
commons-jexl#0014,selected,rater_A,conciseness,3
commons-jexl#0014,selected,rater_B,cause,3
commons-jexl#0014,selected,rater_B,evidence,4
commons-jexl#0014,selected,rater_B,factuality,4
commons-jexl#0014,selected,rater_B,conciseness,4
jackson-annotations#0001,local_only,rater_A,cause,3
jackson-annotations#0001,local_only,rater_A,evidence,3
jackson-annotations#0001,local_only,rater_A,factuality,3
jackson-annotations#0001,local_only,rater_A,conciseness,4
jackson-annotations#0001,local_only,rater_B,cause,3
jackson-annotations#0001,local_only,rater_B,evidence,3
jackson-annotations#0001,local_only,rater_B,factuality,3
jackson-annotations#0001,local_only,rater_B,conciseness,3
jackson-annotations#0001,full,rater_A,cause,4
jackson-annotations#0001,full,rater_A,evidence,3
jackson-annotations#0001,full,rater_A,factuality,4
jackson-annotations#0001,full,rater_A,conciseness,3
jackson-annotations#0001,full,rater_B,cause,4
jackson-annotations#0001,full,rater_B,evidence,4
jackson-annotations#0001,full,rater_B,factuality,3
jackson-annotations#0001,full,rater_B,conciseness,3
jackson-annotations#0001,selected,rater_A,cause,4
jackson-annotations#0001,selected,rater_A,evidence,4
jackson-annotations#0001,selected,rater_A,factuality,4
jackson-annotations#0001,selected,rater_A,conciseness,4
jackson-annotations#0001,selected,rater_B,cause,4
jackson-annotations#0001,selected,rater_B,evidence,3
jackson-annotations#0001,selected,rater_B,factuality,4
jackson-annotations#0001,selected,rater_B,conciseness,4
jackson-databind#0001,local_only,rater_A,cause,3
jackson-databind#0001,local_only,rater_A,evidence,2
jackson-databind#0001,local_only,rater_A,factuality,3
jackson-databind#0001,local_only,rater_A,conciseness,3
jackson-databind#0001,local_only,rater_B,cause,2
jackson-databind#0001,local_only,rater_B,evidence,2
jackson-databind#0001,local_only,rater_B,factuality,3
jackson-databind#0001,local_only,rater_B,conciseness,4
jackson-databind#0001,full,rater_A,cause,4
jackson-databind#0001,full,rater_A,evidence,4
jackson-databind#0001,full,rater_A,factuality,3
jackson-databind#0001,full,rater_A,conciseness,4
jackson-databind#0001,full,rater_B,cause,4
jackson-databind#0001,full,rater_B,evidence,4
jackson-databind#0001,full,rater_B,factuality,3
jackson-databind#0001,full,rater_B,conciseness,3
jackson-databind#0001,selected,rater_A,cause,3
jackson-databind#0001,selected,rater_A,evidence,3
jackson-databind#0001,selected,rater_A,factuality,4
jackson-databind#0001,selected,rater_A,conciseness,4
jackson-databind#0001,selected,rater_B,cause,4
jackson-databind#0001,selected,rater_B,evidence,4
jackson-databind#0001,selected,rater_B,factuality,4
jackson-databind#0001,selected,rater_B,conciseness,4
jackson-databind#0002,local_only,rater_A,cause,4
jackson-databind#0002,local_only,rater_A,evidence,3
jackson-databind#0002,local_only,rater_A,factuality,3
jackson-databind#0002,local_only,rater_A,conciseness,4
jackson-databind#0002,local_only,rater_B,cause,3
jackson-databind#0002,local_only,rater_B,evidence,3
jackson-databind#0002,local_only,rater_B,factuality,3
jackson-databind#0002,local_only,rater_B,conciseness,4
jackson-databind#0002,full,rater_A,cause,5
jackson-databind#0002,full,rater_A,evidence,4
jackson-databind#0002,full,rater_A,factuality,4
jackson-databind#0002,full,rater_A,conciseness,4
jackson-databind#0002,full,rater_B,cause,3
jackson-databind#0002,full,rater_B,evidence,4
jackson-databind#0002,full,rater_B,factuality,4
jackson-databind#0002,full,rater_B,conciseness,4
jackson-databind#0002,selected,rater_A,cause,4
jackson-databind#0002,selected,rater_A,evidence,4
jackson-databind#0002,selected,rater_A,factuality,4
jackson-databind#0002,selected,rater_A,conciseness,4
jackson-databind#0002,selected,rater_B,cause,4
jackson-databind#0002,selected,rater_B,evidence,3
jackson-databind#0002,selected,rater_B,factuality,4
jackson-databind#0002,selected,rater_B,conciseness,3
jackson-databind#0003,local_only,rater_A,cause,3
jackson-databind#0003,local_only,rater_A,evidence,3
jackson-databind#0003,local_only,rater_A,factuality,3
jackson-databind#0003,local_only,rater_A,conciseness,3
jackson-databind#0003,local_only,rater_B,cause,2
jackson-databind#0003,local_only,rater_B,evidence,3
jackson-databind#0003,local_only,rater_B,factuality,4
jackson-databind#0003,local_only,rater_B,conciseness,3
jackson-databind#0003,full,rater_A,cause,4
jackson-databind#0003,full,rater_A,evidence,3
jackson-databind#0003,full,rater_A,factuality,3
jackson-databind#0003,full,rater_A,conciseness,3
jackson-databind#0003,full,rater_B,cause,4
jackson-databind#0003,full,rater_B,evidence,4
jackson-databind#0003,full,rater_B,factuality,4
jackson-databind#0003,full,rater_B,conciseness,3
jackson-databind#0003,selected,rater_A,cause,4
jackson-databind#0003,selected,rater_A,evidence,4
jackson-databind#0003,selected,rater_A,factuality,3
jackson-databind#0003,selected,rater_A,conciseness,4
jackson-databind#0003,selected,rater_B,cause,4
jackson-databind#0003,selected,rater_B,evidence,3
jackson-databind#0003,selected,rater_B,factuality,4
jackson-databind#0003,selected,rater_B,conciseness,4
jackson-databind#0004,local_only,rater_A,cause,3
jackson-databind#0004,local_only,rater_A,evidence,3
jackson-databind#0004,local_only,rater_A,factuality,3
jackson-databind#0004,local_only,rater_A,conciseness,4
jackson-databind#0004,local_only,rater_B,cause,2
jackson-databind#0004,local_only,rater_B,evidence,3
jackson-databind#0004,local_only,rater_B,factuality,4
jackson-databind#0004,local_only,rater_B,conciseness,3
jackson-databind#0004,full,rater_A,cause,4
jackson-databind#0004,full,rater_A,evidence,4
jackson-databind#0004,full,rater_A,factuality,5
jackson-databind#0004,full,rater_A,conciseness,3
jackson-databind#0004,full,rater_B,cause,3
jackson-databind#0004,full,rater_B,evidence,3
jackson-databind#0004,full,rater_B,factuality,4
jackson-databind#0004,full,rater_B,conciseness,3
jackson-databind#0004,selected,rater_A,cause,4
jackson-databind#0004,selected,rater_A,evidence,3
jackson-databind#0004,selected,rater_A,factuality,4
jackson-databind#0004,selected,rater_A,conciseness,4
jackson-databind#0004,selected,rater_B,cause,4
jackson-databind#0004,selected,rater_B,evidence,4
jackson-databind#0004,selected,rater_B,factuality,4
jackson-databind#0004,selected,rater_B,conciseness,4
jackson-databind#0005,local_only,rater_A,cause,2
jackson-databind#0005,local_only,rater_A,evidence,3
jackson-databind#0005,local_only,rater_A,factuality,3
jackson-databind#0005,local_only,rater_A,conciseness,3
jackson-databind#0005,local_only,rater_B,cause,3
jackson-databind#0005,local_only,rater_B,evidence,4
jackson-databind#0005,local_only,rater_B,factuality,3
jackson-databind#0005,local_only,rater_B,conciseness,3
jackson-databind#0005,full,rater_A,cause,4
jackson-databind#0005,full,rater_A,evidence,3
jackson-databind#0005,full,rater_A,factuality,3
jackson-databind#0005,full,rater_A,conciseness,3
jackson-databind#0005,full,rater_B,cause,4
jackson-databind#0005,full,rater_B,evidence,4
jackson-databind#0005,full,rater_B,factuality,4
jackson-databind#0005,full,rater_B,conciseness,4
jackson-databind#0005,selected,rater_A,cause,4
jackson-databind#0005,selected,rater_A,evidence,4
jackson-databind#0005,selected,rater_A,factuality,4
jackson-databind#0005,selected,rater_A,conciseness,4
jackson-databind#0005,selected,rater_B,cause,4
jackson-databind#0005,selected,rater_B,evidence,3
jackson-databind#0005,selected,rater_B,factuality,4
jackson-databind#0005,selected,rater_B,conciseness,3
jackson-databind#0006,local_only,rater_A,cause,3
jackson-databind#0006,local_only,rater_A,evidence,2
jackson-databind#0006,local_only,rater_A,factuality,3
jackson-databind#0006,local_only,rater_A,conciseness,3
jackson-databind#0006,local_only,rater_B,cause,3
jackson-databind#0006,local_only,rater_B,evidence,2
jackson-databind#0006,local_only,rater_B,factuality,3
jackson-databind#0006,local_only,rater_B,conciseness,3
jackson-databind#0006,full,rater_A,cause,4
jackson-databind#0006,full,rater_A,evidence,4
jackson-databind#0006,full,rater_A,factuality,4
jackson-databind#0006,full,rater_A,conciseness,4
jackson-databind#0006,full,rater_B,cause,3
jackson-databind#0006,full,rater_B,evidence,3
jackson-databind#0006,full,rater_B,factuality,3
jackson-databind#0006,full,rater_B,conciseness,4
jackson-databind#0006,selected,rater_A,cause,4
jackson-databind#0006,selected,rater_A,evidence,4
jackson-databind#0006,selected,rater_A,factuality,4
jackson-databind#0006,selected,rater_A,conciseness,4
jackson-databind#0006,selected,rater_B,cause,4
jackson-databind#0006,selected,rater_B,evidence,3
jackson-databind#0006,selected,rater_B,factuality,4
jackson-databind#0006,selected,rater_B,conciseness,3
jackson-databind#0007,local_only,rater_A,cause,3
jackson-databind#0007,local_only,rater_A,evidence,3
jackson-databind#0007,local_only,rater_A,factuality,3
jackson-databind#0007,local_only,rater_A,conciseness,4
jackson-databind#0007,local_only,rater_B,cause,3
jackson-databind#0007,local_only,rater_B,evidence,2
jackson-databind#0007,local_only,rater_B,factuality,3
jackson-databind#0007,local_only,rater_B,conciseness,3
jackson-databind#0007,full,rater_A,cause,4
jackson-databind#0007,full,rater_A,evidence,4
jackson-databind#0007,full,rater_A,factuality,4
jackson-databind#0007,full,rater_A,conciseness,3
jackson-databind#0007,full,rater_B,cause,4
