warning_id,project,rule_id,strategy,n_snippets,tokens,snippet_ids,explanation,quality
commons-compress#0008,commons-compress,EI_EXPOSE_REP2,local_only,2,45,s01;s02,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.compress.utils.boundedseekablebytechannelinputstream(long, long, seekablebytechannel) may expose internal representation by storing an externally mutable object into boundedseekablebytechannelinputstream.channel. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/utils/BoundedSeekableByteChannelInputStream.java:44. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3
commons-compress#0008,commons-compress,EI_EXPOSE_REP2,full,10,531,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.compress.utils.boundedseekablebytechannelinputstream(long, long, seekablebytechannel) may expose internal representation by storing an externally mutable object into boundedseekablebytechannelinputstream.channel. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/utils/BoundedSeekableByteChannelInputStream.java:44. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-compress#0008,commons-compress,EI_EXPOSE_REP2,selected,3,54,s01;s02;s09,"SpotBugs rule EI_EXPOSE_REP2 reports that new org.apache.commons.compress.utils.boundedseekablebytechannelinputstream(long, long, seekablebytechannel) may expose internal representation by storing an externally mutable object into boundedseekablebytechannelinputstream.channel. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s09]) at org/apache/commons/compress/utils/BoundedSeekableByteChannelInputStream.java:44. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
commons-compress#0009,commons-compress,URF_UNREAD_FIELD,local_only,2,202,s01;s02,"SpotBugs rule URF_UNREAD_FIELD reports that unread field: org.apache.commons.compress.archivers.zip.x0017_strongencryptionheader.bitlen. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java:340. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3
commons-compress#0009,commons-compress,URF_UNREAD_FIELD,full,7,867,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule URF_UNREAD_FIELD reports that unread field: org.apache.commons.compress.archivers.zip.x0017_strongencryptionheader.bitlen. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java:340. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0009,commons-compress,URF_UNREAD_FIELD,selected,3,213,s01;s02;s06,"SpotBugs rule URF_UNREAD_FIELD reports that unread field: org.apache.commons.compress.archivers.zip.x0017_strongencryptionheader.bitlen. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/archivers/zip/X0017_StrongEncryptionHeader.java:340. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0010,commons-compress,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,local_only,2,18,s01;s02,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (org.apache.commons.compress.archivers.zip.jarmarker) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/zip/JarMarker.java:46. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-compress#0010,commons-compress,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,full,6,687,s01;s02;s03;s04;s06;s07,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (org.apache.commons.compress.archivers.zip.jarmarker) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/zip/JarMarker.java:46. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-compress#0010,commons-compress,SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR,selected,3,32,s01;s02;s06,"SpotBugs rule SING_SINGLETON_HAS_NONPRIVATE_CONSTRUCTOR reports that class (org.apache.commons.compress.archivers.zip.jarmarker) using singleton design pattern has non-private constructor. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/archivers/zip/JarMarker.java:46. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.375
commons-compress#0011,commons-compress,NP_NULL_ON_SOME_PATH,local_only,2,60,s01;s02,"SpotBugs rule NP_NULL_ON_SOME_PATH reports that possible null pointer dereference of populationcodec.tokencodec in org.apache.commons.compress.harmony.pack200.populationcodec.decodeints(int, inputstream). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/pack200/PopulationCodec.java:128. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-compress#0011,commons-compress,NP_NULL_ON_SOME_PATH,full,5,907,s01;s02;s03;s04;s05,"SpotBugs rule NP_NULL_ON_SOME_PATH reports that possible null pointer dereference of populationcodec.tokencodec in org.apache.commons.compress.harmony.pack200.populationcodec.decodeints(int, inputstream). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/pack200/PopulationCodec.java:128. Across all 5 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4
commons-compress#0011,commons-compress,NP_NULL_ON_SOME_PATH,selected,3,67,s01;s02;s04,"SpotBugs rule NP_NULL_ON_SOME_PATH reports that possible null pointer dereference of populationcodec.tokencodec in org.apache.commons.compress.harmony.pack200.populationcodec.decodeints(int, inputstream). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s04]) at org/apache/commons/compress/harmony/pack200/PopulationCodec.java:128. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0012,commons-compress,IS2_INCONSISTENT_SYNC,local_only,2,18,s01;s02,"SpotBugs rule IS2_INCONSISTENT_SYNC reports that inconsistent synchronization of org.apache.commons.compress.utils.multireadonlyseekablebytechannel.globalposition; locked 75% of time. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/utils/MultiReadOnlySeekableByteChannel.java:151. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-compress#0012,commons-compress,IS2_INCONSISTENT_SYNC,full,10,930,s01;s02;s03;s04;s05;s06;s07;s08;s09;s10,"SpotBugs rule IS2_INCONSISTENT_SYNC reports that inconsistent synchronization of org.apache.commons.compress.utils.multireadonlyseekablebytechannel.globalposition; locked 75% of time. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/utils/MultiReadOnlySeekableByteChannel.java:151. Across all 10 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0012,commons-compress,IS2_INCONSISTENT_SYNC,selected,3,29,s02;s01;s08,"SpotBugs rule IS2_INCONSISTENT_SYNC reports that inconsistent synchronization of org.apache.commons.compress.utils.multireadonlyseekablebytechannel.globalposition; locked 75% of time. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s02], [s01], [s08]) at org/apache/commons/compress/utils/MultiReadOnlySeekableByteChannel.java:151. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0013,commons-compress,EQ_COMPARETO_USE_OBJECT_EQUALS,local_only,2,77,s01;s02,"SpotBugs rule EQ_COMPARETO_USE_OBJECT_EQUALS reports that org.apache.commons.compress.harmony.pack200.cpnameandtype defines compareto(object) and uses object.equals(). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/pack200/CPNameAndType.java:44. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3
commons-compress#0013,commons-compress,EQ_COMPARETO_USE_OBJECT_EQUALS,full,7,468,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule EQ_COMPARETO_USE_OBJECT_EQUALS reports that org.apache.commons.compress.harmony.pack200.cpnameandtype defines compareto(object) and uses object.equals(). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/pack200/CPNameAndType.java:44. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-compress#0013,commons-compress,EQ_COMPARETO_USE_OBJECT_EQUALS,selected,3,86,s01;s02;s05,"SpotBugs rule EQ_COMPARETO_USE_OBJECT_EQUALS reports that org.apache.commons.compress.harmony.pack200.cpnameandtype defines compareto(object) and uses object.equals(). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s05]) at org/apache/commons/compress/harmony/pack200/CPNameAndType.java:44. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0014,commons-compress,LI_LAZY_INIT_UPDATE_STATIC,local_only,2,25,s01;s02,"SpotBugs rule LI_LAZY_INIT_UPDATE_STATIC reports that incorrect lazy initialization and update of static field org.apache.commons.compress.harmony.pack200.packingutils.filehandler in org.apache.commons.compress.harmony.pack200.packingutils.config(packingoptions). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/pack200/PackingUtils.java:91. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-compress#0014,commons-compress,LI_LAZY_INIT_UPDATE_STATIC,full,6,588,s01;s02;s03;s04;s05;s06,"SpotBugs rule LI_LAZY_INIT_UPDATE_STATIC reports that incorrect lazy initialization and update of static field org.apache.commons.compress.harmony.pack200.packingutils.filehandler in org.apache.commons.compress.harmony.pack200.packingutils.config(packingoptions). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/pack200/PackingUtils.java:91. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0014,commons-compress,LI_LAZY_INIT_UPDATE_STATIC,selected,3,30,s01;s02;s06,"SpotBugs rule LI_LAZY_INIT_UPDATE_STATIC reports that incorrect lazy initialization and update of static field org.apache.commons.compress.harmony.pack200.packingutils.filehandler in org.apache.commons.compress.harmony.pack200.packingutils.config(packingoptions). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/harmony/pack200/PackingUtils.java:91. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0015,commons-compress,MS_SHOULD_BE_FINAL,local_only,2,38,s01;s02,"SpotBugs rule MS_SHOULD_BE_FINAL reports that org.apache.commons.compress.harmony.pack200.segment.asm_api isn't final but should be. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/pack200/Segment.java:519. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-compress#0015,commons-compress,MS_SHOULD_BE_FINAL,full,6,837,s01;s02;s03;s04;s05;s06,"SpotBugs rule MS_SHOULD_BE_FINAL reports that org.apache.commons.compress.harmony.pack200.segment.asm_api isn't final but should be. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/pack200/Segment.java:519. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-compress#0015,commons-compress,MS_SHOULD_BE_FINAL,selected,3,41,s01;s02;s05,"SpotBugs rule MS_SHOULD_BE_FINAL reports that org.apache.commons.compress.harmony.pack200.segment.asm_api isn't final but should be. This is consistent with the supplied annotation or contract, enclosing method, warning line ([s01], [s02], [s05]) at org/apache/commons/compress/harmony/pack200/Segment.java:519. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.625
commons-compress#0016,commons-compress,OS_OPEN_STREAM_EXCEPTION_PATH,local_only,2,493,s01;s02,"SpotBugs rule OS_OPEN_STREAM_EXCEPTION_PATH reports that org.apache.commons.compress.archivers.sevenz.sevenzfile.readencodedheader(bytebuffer, archive, byte[]) may fail to close stream on exception. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/sevenz/SevenZFile.java:1419. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-compress#0016,commons-compress,OS_OPEN_STREAM_EXCEPTION_PATH,full,7,1383,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule OS_OPEN_STREAM_EXCEPTION_PATH reports that org.apache.commons.compress.archivers.sevenz.sevenzfile.readencodedheader(bytebuffer, archive, byte[]) may fail to close stream on exception. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/sevenz/SevenZFile.java:1419. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0016,commons-compress,OS_OPEN_STREAM_EXCEPTION_PATH,selected,3,501,s01;s02;s06,"SpotBugs rule OS_OPEN_STREAM_EXCEPTION_PATH reports that org.apache.commons.compress.archivers.sevenz.sevenzfile.readencodedheader(bytebuffer, archive, byte[]) may fail to close stream on exception. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/archivers/sevenz/SevenZFile.java:1419. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.75
commons-compress#0017,commons-compress,UWF_NULL_FIELD,local_only,2,31,s01;s02,"SpotBugs rule UWF_NULL_FIELD reports that field only ever set to null: org.apache.commons.compress.archivers.dump.dumparchiveentry.summary. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:454. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.125
commons-compress#0017,commons-compress,UWF_NULL_FIELD,full,5,527,s01;s02;s03;s04;s05,"SpotBugs rule UWF_NULL_FIELD reports that field only ever set to null: org.apache.commons.compress.archivers.dump.dumparchiveentry.summary. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:454. Across all 5 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-compress#0017,commons-compress,UWF_NULL_FIELD,selected,3,66,s01;s02;s05,"SpotBugs rule UWF_NULL_FIELD reports that field only ever set to null: org.apache.commons.compress.archivers.dump.dumparchiveentry.summary. This is consistent with the supplied enclosing method, similar code, warning line ([s01], [s02], [s05]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:454. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0018,commons-compress,CT_CONSTRUCTOR_THROW,local_only,2,28,s01;s02,"SpotBugs rule CT_CONSTRUCTOR_THROW reports that exception thrown in class org.apache.commons.compress.archivers.tar.tararchiveentry at new org.apache.commons.compress.archivers.tar.tararchiveentry(path) will leave the constructor. the object under construction remains partially initialized and may be vulnerable to finalizer attacks. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/tar/TarArchiveEntry.java:575. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3
commons-compress#0018,commons-compress,CT_CONSTRUCTOR_THROW,full,9,995,s01;s02;s03;s04;s05;s06;s07;s09;s10,"SpotBugs rule CT_CONSTRUCTOR_THROW reports that exception thrown in class org.apache.commons.compress.archivers.tar.tararchiveentry at new org.apache.commons.compress.archivers.tar.tararchiveentry(path) will leave the constructor. the object under construction remains partially initialized and may be vulnerable to finalizer attacks. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/tar/TarArchiveEntry.java:575. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.375
commons-compress#0018,commons-compress,CT_CONSTRUCTOR_THROW,selected,3,44,s02;s01;s09,"SpotBugs rule CT_CONSTRUCTOR_THROW reports that exception thrown in class org.apache.commons.compress.archivers.tar.tararchiveentry at new org.apache.commons.compress.archivers.tar.tararchiveentry(path) will leave the constructor. the object under construction remains partially initialized and may be vulnerable to finalizer attacks. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s02], [s01], [s09]) at org/apache/commons/compress/archivers/tar/TarArchiveEntry.java:575. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.5
commons-compress#0019,commons-compress,MS_FINAL_PKGPROTECT,local_only,2,3060,s01;s02,"SpotBugs rule MS_FINAL_PKGPROTECT reports that org.apache.commons.compress.harmony.pack200.canonicalcodecfamilies.deltadoublesignedcodecs1 should be both final and package protected. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/pack200/CanonicalCodecFamilies.java:217. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-compress#0019,commons-compress,MS_FINAL_PKGPROTECT,full,6,3955,s01;s02;s03;s04;s05;s06,"SpotBugs rule MS_FINAL_PKGPROTECT reports that org.apache.commons.compress.harmony.pack200.canonicalcodecfamilies.deltadoublesignedcodecs1 should be both final and package protected. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/pack200/CanonicalCodecFamilies.java:217. Across all 6 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4.125
commons-compress#0019,commons-compress,MS_FINAL_PKGPROTECT,selected,3,3075,s01;s02;s06,"SpotBugs rule MS_FINAL_PKGPROTECT reports that org.apache.commons.compress.harmony.pack200.canonicalcodecfamilies.deltadoublesignedcodecs1 should be both final and package protected. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/harmony/pack200/CanonicalCodecFamilies.java:217. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-compress#0021,commons-compress,HE_HASHCODE_NO_EQUALS,local_only,2,20,s01;s02,"SpotBugs rule HE_HASHCODE_NO_EQUALS reports that org.apache.commons.compress.harmony.unpack200.bytecode.cpinterfacemethodref defines hashcode but not equals. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/harmony/unpack200/bytecode/CPInterfaceMethodRef.java:55. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",2.875
commons-compress#0021,commons-compress,HE_HASHCODE_NO_EQUALS,full,7,321,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule HE_HASHCODE_NO_EQUALS reports that org.apache.commons.compress.harmony.unpack200.bytecode.cpinterfacemethodref defines hashcode but not equals. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/harmony/unpack200/bytecode/CPInterfaceMethodRef.java:55. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.5
commons-compress#0021,commons-compress,HE_HASHCODE_NO_EQUALS,selected,3,26,s01;s02;s06,"SpotBugs rule HE_HASHCODE_NO_EQUALS reports that org.apache.commons.compress.harmony.unpack200.bytecode.cpinterfacemethodref defines hashcode but not equals. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s06]) at org/apache/commons/compress/harmony/unpack200/bytecode/CPInterfaceMethodRef.java:55. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.5
commons-compress#0022,commons-compress,NM_CONFUSING,local_only,2,26,s01;s02,"SpotBugs rule NM_CONFUSING reports that confusing to have methods org.apache.commons.compress.archivers.dump.dumparchiveentry.isfifo() and org.apache.commons.compress.archivers.tar.tararchiveentry.isfifo(). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:774. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.5
commons-compress#0022,commons-compress,NM_CONFUSING,full,5,495,s01;s02;s03;s04;s05,"SpotBugs rule NM_CONFUSING reports that confusing to have methods org.apache.commons.compress.archivers.dump.dumparchiveentry.isfifo() and org.apache.commons.compress.archivers.tar.tararchiveentry.isfifo(). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:774. Across all 5 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0022,commons-compress,NM_CONFUSING,selected,3,34,s02;s01;s04,"SpotBugs rule NM_CONFUSING reports that confusing to have methods org.apache.commons.compress.archivers.dump.dumparchiveentry.isfifo() and org.apache.commons.compress.archivers.tar.tararchiveentry.isfifo(). This is consistent with the supplied callee, enclosing method, warning line ([s02], [s01], [s04]) at org/apache/commons/compress/archivers/dump/DumpArchiveEntry.java:774. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",4
commons-compress#0023,commons-compress,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,local_only,2,19,s01;s02,"SpotBugs rule NM_SAME_SIMPLE_NAME_AS_SUPERCLASS reports that the class name org.apache.commons.compress.compressors.lz4.xxhash32 shadows the simple name of the superclass org.apache.commons.codec.digest.xxhash32. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/compressors/lz4/XXHash32.java:36. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-compress#0023,commons-compress,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,full,9,383,s01;s02;s03;s04;s05;s06;s07;s09;s10,"SpotBugs rule NM_SAME_SIMPLE_NAME_AS_SUPERCLASS reports that the class name org.apache.commons.compress.compressors.lz4.xxhash32 shadows the simple name of the superclass org.apache.commons.codec.digest.xxhash32. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/compressors/lz4/XXHash32.java:36. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0023,commons-compress,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,selected,3,26,s02;s01;s07,"SpotBugs rule NM_SAME_SIMPLE_NAME_AS_SUPERCLASS reports that the class name org.apache.commons.compress.compressors.lz4.xxhash32 shadows the simple name of the superclass org.apache.commons.codec.digest.xxhash32. This is consistent with the supplied callee, enclosing method, warning line ([s02], [s01], [s07]) at org/apache/commons/compress/compressors/lz4/XXHash32.java:36. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.625
commons-compress#0024,commons-compress,AT_STALE_THREAD_WRITE_OF_PRIMITIVE,local_only,2,23,s01;s02,"SpotBugs rule AT_STALE_THREAD_WRITE_OF_PRIMITIVE reports that shared primitive variable ""size"" in one thread may not yield the value of the most recent write from another thread. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/compress/utils/SeekableInMemoryByteChannel.java:203. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-compress#0024,commons-compress,AT_STALE_THREAD_WRITE_OF_PRIMITIVE,full,7,724,s01;s02;s03;s04;s05;s06;s07,"SpotBugs rule AT_STALE_THREAD_WRITE_OF_PRIMITIVE reports that shared primitive variable ""size"" in one thread may not yield the value of the most recent write from another thread. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/compress/utils/SeekableInMemoryByteChannel.java:203. Across all 7 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.875
commons-compress#0024,commons-compress,AT_STALE_THREAD_WRITE_OF_PRIMITIVE,selected,3,41,s02;s01;s06,"SpotBugs rule AT_STALE_THREAD_WRITE_OF_PRIMITIVE reports that shared primitive variable ""size"" in one thread may not yield the value of the most recent write from another thread. This is consistent with the supplied enclosing method, field or type declaration, warning line ([s02], [s01], [s06]) at org/apache/commons/compress/utils/SeekableInMemoryByteChannel.java:203. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",4
commons-jexl#0005,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,local_only,2,118,s01;s02,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.engine32$2 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/Engine32.java:129. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.375
commons-jexl#0005,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,full,8,859,s01;s02;s03;s04;s05;s06;s08;s09,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.engine32$2 could be refactored into a named _static_ inner class. This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/Engine32.java:129. Across all 8 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",4.125
commons-jexl#0005,commons-jexl,SIC_INNER_SHOULD_BE_STATIC_ANON,selected,3,131,s01;s02;s06,"SpotBugs rule SIC_INNER_SHOULD_BE_STATIC_ANON reports that the class org.apache.commons.jexl3.internal.engine32$2 could be refactored into a named _static_ inner class. This is consistent with the supplied callee, enclosing method, warning line ([s01], [s02], [s06]) at org/apache/commons/jexl3/internal/Engine32.java:129. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",4
commons-jexl#0006,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,local_only,2,37,s01;s02,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.jxltparse(jexlinfo, boolean, string, scope). This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/Engine.java:881. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.25
commons-jexl#0006,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,full,9,837,s01;s02;s03;s04;s05;s06;s07;s09;s10,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.jxltparse(jexlinfo, boolean, string, scope). This is consistent with the supplied enclosing class, enclosing method, warning line ([s01], [s02], [s03]) at org/apache/commons/jexl3/internal/Engine.java:881. Across all 9 candidate snippets, the supporting evidence is dispersed; some snippets are unrelated to the specific defect.",3.75
commons-jexl#0006,commons-jexl,JLM_JSR166_UTILCONCURRENT_MONITORENTER,selected,3,51,s01;s02;s09,"SpotBugs rule JLM_JSR166_UTILCONCURRENT_MONITORENTER reports that synchronization performed on java.util.concurrent.atomic.atomicboolean in org.apache.commons.jexl3.internal.engine.jxltparse(jexlinfo, boolean, string, scope). This is consistent with the supplied enclosing method, field or type declaration, warning line ([s01], [s02], [s09]) at org/apache/commons/jexl3/internal/Engine.java:881. The selected snippets concentrate on the closest evidence, which keeps the explanation grounded in supplied code.",3.875
commons-jexl#0007,commons-jexl,NP_BOOLEAN_RETURN_NULL,local_only,2,126,s01;s02,"SpotBugs rule NP_BOOLEAN_RETURN_NULL reports that org.apache.commons.jexl3.internal.operator.booleanduckcall(string, object, object) has boolean return type and returns explicit null. This is consistent with the supplied enclosing method, warning line ([s01], [s02]) at org/apache/commons/jexl3/internal/Operator.java:190. Because only the warning line and enclosing method are shown here, the explanation cannot rule out external callers or contracts.",3.5
